Block_idx,position_start,position_end,most_likely_state
1833,4117,21213,3.0
1833,21214,22725,17.0
1833,22726,65862,6.0
1834,0,12613,3.0
1834,12614,17644,5.0
1834,17645,19154,3.0
1835,0,2230,3.0
1836,0,17865,3.0
1836,17866,31942,6.0
1837,0,13046,15.0
1838,0,3444,6.0
1839,0,5509,6.0
1839,5510,7282,23.0
1839,7283,8371,17.0
1839,8372,9447,3.0
1840,0,18040,22.0
1841,0,4141,22.0
1841,4142,31953,6.0
1842,0,10656,6.0
1843,0,4601,3.0
1844,0,9375,0.0
1844,9376,10588,22.0
1844,10589,18027,0.0
1844,18028,18676,23.0
1844,18677,26576,6.0
1845,0,1658,6.0
1845,1659,2517,17.0
1845,2518,5527,21.0
1845,5528,8305,0.0
1845,8306,10746,17.0
1845,10747,15470,15.0
1845,15471,33512,6.0
1845,33513,41731,0.0
1845,41732,42445,17.0
1845,42446,57971,6.0
1845,57972,58546,23.0
1845,58547,59309,6.0
1846,0,29026,6.0
1846,29027,33945,22.0
1846,33946,34778,6.0
1846,34779,35774,17.0
1846,35775,55264,6.0
1847,0,17730,3.0
1847,17731,24294,21.0
1847,24295,49629,6.0
1847,49630,49861,8.0
1847,49862,51495,19.0
1847,51496,67550,7.0
1847,67551,70136,22.0
1847,70137,72219,13.0
1847,72220,72809,17.0
1847,72810,77648,8.0
1847,77649,98997,7.0
1848,0,12479,0.0
1848,12480,15020,2.0
1848,15021,21002,17.0
1848,21003,60250,6.0
1848,60251,60802,17.0
1848,60803,61936,8.0
1848,61937,64739,6.0
1848,64740,65794,17.0
1848,65795,77465,6.0
1848,77466,78104,17.0
1848,78105,78388,23.0
1848,78389,84464,6.0
1848,84465,85523,17.0
1848,85524,87064,23.0
1848,87065,97865,6.0
1849,0,6397,6.0
1849,6398,9810,17.0
1849,9811,13732,6.0
1849,13733,13892,17.0
1849,13893,15434,13.0
1849,15435,16653,23.0
1849,16654,25153,8.0
1849,25154,44534,6.0
1849,44535,51344,0.0
1849,51345,56066,6.0
1849,56067,57646,8.0
1850,0,23556,6.0
1850,23557,25619,8.0
1850,25620,37317,6.0
1850,37318,38305,23.0
1850,38306,51109,6.0
1851,0,8384,6.0
1852,0,51790,6.0
1852,51791,60574,15.0
1852,60575,66489,6.0
1852,66490,66655,23.0
1852,66656,86236,6.0
1852,86237,93642,16.0
1852,93643,96206,3.0
1853,0,1496,6.0
1853,1497,2196,17.0
1854,0,29810,6.0
1854,29811,30840,8.0
1854,30841,31814,19.0
1854,31815,32018,8.0
1854,32019,36301,6.0
1855,0,988,17.0
1855,989,3852,6.0
1855,3853,4557,17.0
1855,4558,51480,6.0
1855,51481,55019,21.0
1856,0,8544,6.0
1857,0,13080,3.0
1858,0,8214,6.0
1858,8215,13516,22.0
1859,0,98,17.0
1859,99,24274,6.0
1859,24275,26137,8.0
1860,0,8710,6.0
1860,8711,9458,8.0
1860,9459,10155,23.0
1860,10156,12496,19.0
1861,0,7756,6.0
1861,7757,8388,17.0
1861,8389,9328,6.0
1862,0,1561,8.0
1862,1562,21716,6.0
1862,21717,22653,17.0
1862,22654,37616,6.0
1863,0,36077,3.0
1864,0,7138,3.0
1864,7139,9753,23.0
1864,9754,10408,17.0
1864,10409,17965,23.0
1864,17966,18751,8.0
1864,18752,21961,23.0
1865,0,12169,15.0
1866,0,4423,22.0
1866,4424,32364,6.0
1867,0,18612,3.0
1867,18613,20378,23.0
1867,20379,22181,17.0
1867,22182,28935,6.0
1868,0,17007,6.0
1869,0,6145,6.0
1870,0,11452,3.0
1870,11453,14238,15.0
1870,14239,19216,6.0
1870,19217,22744,17.0
1870,22745,26989,21.0
1870,26990,30876,6.0
1870,30877,31610,23.0
1870,31611,44275,6.0
1871,0,16250,6.0
1871,16251,18279,23.0
1871,18280,20563,6.0
1871,20564,23214,8.0
1872,0,910,6.0
1872,911,2241,23.0
1872,2242,16820,6.0
1872,16821,18062,17.0
1872,18063,55586,6.0
1872,55587,56981,8.0
1872,56982,71186,6.0
1872,71187,79366,8.0
1873,0,2003,8.0
1873,2004,7771,6.0
1873,7772,13737,17.0
1873,13738,31643,6.0
1874,0,6925,6.0
1874,6926,9428,23.0
1874,9429,13958,3.0
1874,13959,15852,16.0
1874,15853,20206,6.0
1874,20207,20476,23.0
1874,20477,35759,6.0
1874,35760,40292,8.0
1874,40293,56332,6.0
1874,56333,56689,23.0
1874,56690,61945,21.0
1874,61946,62611,17.0
1874,62612,64326,23.0
1874,64327,82692,3.0
1874,82693,83789,17.0
1874,83790,85315,23.0
1874,85316,120287,6.0
1875,0,10800,6.0
1875,10801,13421,17.0
1875,13422,40331,6.0
1876,0,3380,16.0
1876,3381,9637,6.0
1876,9638,10368,23.0
1876,10369,13197,8.0
1876,13198,17996,6.0
1877,0,29655,3.0
1878,0,28833,6.0
1879,0,8490,6.0
1879,8491,10452,22.0
1880,0,281,23.0
1880,282,26966,6.0
1881,0,3801,6.0
1882,0,1398,6.0
1882,1399,2478,23.0
1882,2479,53202,6.0
1882,53203,53741,8.0
1882,53742,55741,23.0
1882,55742,56017,17.0
1882,56018,63766,21.0
1882,63767,67935,15.0
1882,67936,68844,0.0
1882,68845,73118,17.0
1882,73119,73469,23.0
1882,73470,78288,6.0
1882,78289,84924,21.0
1883,0,7286,15.0
1883,7287,13691,3.0
1884,0,2369,3.0
1885,0,6970,6.0
1886,0,9850,3.0
1886,9851,9893,23.0
1886,9894,15970,8.0
1886,15971,34254,6.0
1886,34255,36077,0.0
1887,0,26250,6.0
1887,26251,29506,16.0
1887,29507,36011,6.0
1887,36012,48337,21.0
1888,0,8551,6.0
1889,0,26123,6.0
1889,26124,29798,15.0
1889,29799,29846,23.0
1889,29847,43297,6.0
1889,43298,44243,8.0
1889,44244,62781,6.0
1890,0,5666,15.0
1890,5667,6519,23.0
1890,6520,9640,17.0
1891,0,7586,21.0
1891,7587,10889,15.0
1892,0,12650,6.0
1892,12651,12881,17.0
1892,12882,16158,9.0
1893,0,1663,23.0
1893,1664,9122,6.0
1893,9123,10696,23.0
1893,10697,13522,6.0
1893,13523,21362,22.0
1893,21363,23840,16.0
1893,23841,25365,0.0
1894,0,34004,6.0
1895,0,26203,6.0
1896,0,3455,6.0
1897,0,4532,6.0
1897,4533,6666,15.0
1897,6667,10608,0.0
1898,0,3842,8.0
1898,3843,24832,6.0
1898,24833,26908,17.0
1898,26909,27961,8.0
1898,27962,29244,23.0
1899,0,5100,6.0
1900,0,1566,17.0
1900,1567,55594,6.0
1901,0,3833,6.0
1902,0,9701,6.0
1902,9702,13581,15.0
1902,13582,30372,3.0
1903,0,4764,0.0
1904,0,2800,3.0
1905,0,20852,0.0
1905,20853,26894,6.0
1906,0,257,8.0
1906,258,10149,6.0
1907,0,18740,3.0
1907,18741,96013,6.0
1907,96014,104740,0.0
1907,104741,106327,23.0
1907,106328,117352,3.0
1908,0,7895,0.0
1909,0,24977,3.0
1909,24978,26116,23.0
1909,26117,31191,6.0
1910,0,4856,6.0
1910,4857,11200,16.0
1910,11201,17343,6.0
1910,17344,19070,21.0
1911,0,2528,15.0
1911,2529,4028,23.0
1912,0,5826,6.0
1913,0,592,25.0
1913,593,2296,17.0
1913,2297,2730,14.0
1913,2731,4302,23.0
1913,4303,11450,6.0
1913,11451,13018,23.0
1913,13019,36187,6.0
1914,0,6392,0.0
1914,6393,28899,6.0
1915,0,4147,6.0
1915,4148,4550,23.0
1915,4551,11475,0.0
1915,11476,14663,23.0
1915,14664,17146,3.0
1915,17147,19684,16.0
1916,0,7092,6.0
1917,0,43906,6.0
1917,43907,47567,23.0
1917,47568,51305,15.0
1917,51306,54428,17.0
1917,54429,56370,8.0
1918,0,933,8.0
1918,934,6668,6.0
1918,6669,9146,17.0
1919,0,5268,6.0
1920,0,7520,6.0
1921,0,2197,25.0
1921,2198,5099,4.0
1922,0,2538,17.0
1922,2539,19633,6.0
1922,19634,21543,8.0
1923,0,6997,6.0
1923,6998,10217,22.0
1923,10218,65925,6.0
1923,65926,68068,23.0
1923,68069,76084,0.0
1924,0,5995,3.0
1924,5996,7887,16.0
1924,7888,8206,13.0
1925,0,8934,6.0
1925,8935,16030,0.0
1925,16031,16692,16.0
1926,0,3553,6.0
1926,3554,5278,23.0
1926,5279,6654,0.0
1926,6655,9556,23.0
1927,0,2950,7.0
1928,0,35321,6.0
1929,0,5379,15.0
1929,5380,12782,22.0
1929,12783,22924,3.0
1929,22925,30126,21.0
1929,30127,44657,3.0
1930,0,9791,16.0
1930,9792,17439,6.0
1930,17440,33210,0.0
1930,33211,49851,6.0
1930,49852,58477,15.0
1930,58478,72745,6.0
1930,72746,87208,0.0
1931,0,3511,8.0
1931,3512,9878,6.0
1932,0,8887,0.0
1933,0,8237,6.0
1933,8238,8403,23.0
1933,8404,34666,3.0
1934,0,15523,3.0
1935,0,9401,7.0
1935,9402,13898,6.0
1936,0,3049,22.0
1936,3050,22130,3.0
1937,0,11547,8.0
1938,0,7534,6.0
1938,7535,11019,8.0
1938,11020,13884,6.0
1938,13885,21580,8.0
1938,21581,32092,6.0
1939,0,13410,0.0
1940,0,535,23.0
1940,536,5470,6.0
1941,0,7947,6.0
1942,0,6083,6.0
1943,0,20717,6.0
1943,20718,22086,17.0
1943,22087,24912,6.0
1944,0,6418,6.0
1945,0,5962,0.0
1945,5963,8244,17.0
1945,8245,11472,8.0
1945,11473,35858,6.0
1945,35859,36936,17.0
1945,36937,41005,6.0
1945,41006,45763,15.0
1945,45764,46729,23.0
1945,46730,58443,6.0
1946,0,4374,3.0
1947,0,4280,3.0
1947,4281,4424,17.0
1947,4425,17337,6.0
1947,17338,22136,23.0
1947,22137,25814,21.0
1947,25815,42093,0.0
1947,42094,47378,23.0
1947,47379,131938,3.0
1948,0,6257,6.0
1948,6258,8057,23.0
1948,8058,37688,6.0
1948,37689,42956,8.0
1948,42957,52545,6.0
1948,52546,78937,0.0
1948,78938,85219,21.0
1948,85220,86298,0.0
1949,0,19377,3.0
1949,19378,19957,23.0
1950,0,42596,6.0
1950,42597,43029,8.0
1950,43030,43050,23.0
1950,43051,59907,0.0
1950,59908,61476,2.0
1951,0,15201,0.0
1951,15202,17266,2.0
1952,0,11614,6.0
1953,0,2054,6.0
1954,0,6267,6.0
1955,0,2850,22.0
1955,2851,11395,6.0
1955,11396,18698,15.0
1955,18699,51047,6.0
1955,51048,57238,16.0
1955,57239,76295,6.0
1955,76296,83503,23.0
1955,83504,85382,21.0
1955,85383,90729,0.0
1956,0,3280,6.0
1956,3281,3372,17.0
1957,0,4750,6.0
1957,4751,5132,8.0
1958,0,17550,6.0
1959,0,7649,3.0
1960,0,3778,8.0
1961,0,368,1.0
1961,369,3806,16.0
1961,3807,4068,13.0
1961,4069,10157,22.0
1961,10158,16214,6.0
1962,0,2567,6.0
1963,0,1977,13.0
1963,1978,5609,22.0
1963,5610,7448,6.0
1964,0,9875,6.0
1965,0,1572,22.0
1965,1573,21863,6.0
1966,0,7890,6.0
1966,7891,14000,17.0
1966,14001,17359,6.0
1966,17360,20340,21.0
1966,20341,21237,17.0
1966,21238,25366,6.0
1966,25367,26055,23.0
1966,26056,36674,6.0
1967,0,4189,6.0
1967,4190,8929,22.0
1968,0,6336,6.0
1968,6337,11819,22.0
1968,11820,17986,6.0
1969,0,21736,6.0
1970,0,3473,17.0
1970,3474,4912,23.0
1970,4913,5554,17.0
1970,5555,8590,0.0
1971,0,11889,6.0
1972,0,3414,6.0
1972,3415,15158,15.0
1972,15159,27451,17.0
1973,0,4863,16.0
1973,4864,6130,6.0
1974,0,4035,16.0
1974,4036,8336,21.0
1974,8337,12665,23.0
1974,12666,13329,17.0
1974,13330,22871,6.0
1975,0,12013,6.0
1976,0,74,23.0
1976,75,5456,3.0
1977,0,28344,3.0
1978,0,1990,8.0
1978,1991,2975,17.0
1978,2976,6087,6.0
1979,0,20581,6.0
1979,20582,22996,16.0
1979,22997,26340,22.0
1979,26341,34759,6.0
1979,34760,37803,17.0
1979,37804,40570,23.0
1979,40571,44066,17.0
1980,0,2703,15.0
1980,2704,3420,17.0
1980,3421,9190,6.0
1980,9191,15559,0.0
1980,15560,16551,15.0
1981,0,19073,0.0
1982,0,6006,6.0
1982,6007,7057,17.0
1982,7058,33976,3.0
1983,0,28288,3.0
1984,0,11665,3.0
1984,11666,12107,17.0
1984,12108,23982,21.0
1984,23983,25964,11.0
1985,0,9618,8.0
1985,9619,13198,6.0
1985,13199,14147,23.0
1985,14148,15629,6.0
1985,15630,30415,0.0
1986,0,17515,6.0
1986,17516,27650,15.0
1986,27651,51416,6.0
1987,0,18557,6.0
1987,18558,39888,0.0
1987,39889,44803,21.0
1987,44804,98689,3.0
1987,98690,99207,17.0
1987,99208,131951,6.0
1988,0,2606,6.0
1988,2607,4095,23.0
1988,4096,11342,6.0
1988,11343,13850,17.0
1988,13851,31431,6.0
1989,0,7418,3.0
1989,7419,9863,23.0
1989,9864,16980,6.0
1990,0,6574,6.0
1990,6575,6592,23.0
1990,6593,10158,17.0
1990,10159,19535,6.0
1990,19536,19837,17.0
1990,19838,30855,21.0
1990,30856,44469,6.0
1991,0,50246,6.0
1992,0,4553,6.0
1993,0,12310,6.0
1994,0,9824,6.0
1995,0,16353,6.0
1996,0,42197,6.0
1997,0,5503,3.0
1998,0,17936,6.0
1999,0,99009,3.0
2000,0,6596,3.0
2001,0,1512,7.0
2001,1513,6826,16.0
2001,6827,79769,6.0
2001,79770,81019,23.0
2001,81020,138195,6.0
2001,138196,140344,8.0
2002,0,11462,6.0
2002,11463,11937,23.0
2002,11938,16640,6.0
2002,16641,17387,17.0
2002,17388,17611,26.0
2002,17612,18309,23.0
2002,18310,37993,6.0
2002,37994,41790,8.0
2002,41791,45428,6.0
2002,45429,49354,22.0
2002,49355,54798,6.0
2003,0,15012,6.0
2004,0,2171,17.0
2004,2172,4992,8.0
2005,0,12143,6.0
2006,0,4511,6.0
2007,0,5437,6.0
2008,0,2910,21.0
2008,2911,3173,17.0
2008,3174,19622,6.0
2009,0,23097,3.0
2009,23098,25300,15.0
2010,0,2621,8.0
2011,0,16642,6.0
2012,0,1108,0.0
2012,1109,2641,22.0
2012,2642,4570,0.0
2013,0,3485,3.0
2013,3486,5284,5.0
2013,5285,14741,3.0
2013,14742,15495,17.0
2013,15496,17755,8.0
2013,17756,25125,6.0
2013,25126,35314,16.0
2013,35315,41657,0.0
2013,41658,42002,23.0
2014,0,3557,6.0
2015,0,3017,8.0
2015,3018,4661,17.0
2015,4662,7311,23.0
2015,7312,7647,8.0
2015,7648,10212,6.0
2016,0,9722,6.0
2017,0,2069,22.0
2018,0,2891,3.0
2019,0,9047,3.0
2019,9048,10687,23.0
2019,10688,14349,0.0
2019,14350,17649,22.0
2020,0,4992,6.0
2020,4993,5145,23.0
2020,5146,9978,0.0
2020,9979,10652,23.0
2020,10653,11539,17.0
2020,11540,16283,3.0
2021,0,2416,6.0
2021,2417,2974,17.0
2021,2975,3376,25.0
2021,3377,9472,16.0
2021,9473,11847,0.0
2021,11848,15392,15.0
2022,0,1878,3.0
2022,1879,4248,5.0
2022,4249,11610,3.0
2023,0,2949,6.0
2024,0,28690,6.0
2025,0,6653,6.0
2025,6654,7161,17.0
2025,7162,26242,3.0
2026,0,8989,6.0
2027,0,2051,6.0
2028,0,6443,0.0
2028,6444,7115,23.0
2028,7116,13178,6.0
2029,0,509,1.0
2029,510,4112,16.0
2029,4113,6515,6.0
2030,0,4636,23.0
2030,4637,7504,6.0
2031,0,9969,0.0
2032,0,5642,3.0
2033,0,6154,6.0
2034,0,8914,6.0
2034,8915,12814,23.0
2034,12815,13923,8.0
2034,13924,17184,17.0
2034,17185,23952,15.0
2035,0,3765,6.0
2035,3766,5372,8.0
2035,5373,7885,6.0
2035,7886,8982,17.0
2035,8983,9896,25.0
2036,0,6514,6.0
2037,0,7460,6.0
2037,7461,9810,17.0
2037,9811,10545,23.0
2037,10546,13111,6.0
2037,13112,13993,17.0
2037,13994,25881,6.0
2038,0,4761,3.0
2038,4762,5851,23.0
2038,5852,6783,3.0
2039,0,4370,21.0
2039,4371,5121,3.0
2039,5122,6319,23.0
2039,6320,8688,3.0
2039,8689,11790,22.0
2039,11791,17440,0.0
2040,0,3715,0.0
2041,0,5248,5.0
2041,5249,6786,3.0
2042,0,4592,6.0
2043,0,12449,6.0
2044,0,4034,6.0
2045,0,13165,3.0
2046,0,2123,3.0
2047,0,6425,6.0
2047,6426,7810,22.0
2048,0,3311,6.0
2049,0,2021,8.0
2049,2022,2031,23.0
2049,2032,5508,0.0
2050,0,6617,0.0
2051,0,644,8.0
2051,645,711,17.0
2051,712,6686,6.0
2052,0,17096,6.0
2052,17097,18260,17.0
2052,18261,21769,23.0
2052,21770,23971,19.0
2052,23972,24341,23.0
2052,24342,26244,6.0
2053,0,171,23.0
2053,172,16742,6.0
2054,0,9549,6.0
2054,9550,11388,22.0
2054,11389,16505,7.0
2055,0,3574,6.0
2056,0,2723,16.0
2057,0,17379,6.0
2058,0,407,8.0
2058,408,3563,6.0
2058,3564,7510,8.0
2058,7511,11648,6.0
2059,0,756,7.0
2059,757,1343,16.0
2059,1344,45683,6.0
2060,0,1313,11.0
2060,1314,4029,21.0
2060,4030,39951,3.0
2060,39952,40199,17.0
2060,40200,59307,6.0
2061,0,6240,6.0
2061,6241,9249,8.0
2061,9250,9745,23.0
2061,9746,25252,6.0
2061,25253,28661,23.0
2061,28662,30794,11.0
2061,30795,34814,15.0
2061,34815,36140,23.0
2061,36141,40822,6.0
2062,0,6302,6.0
2062,6303,6962,17.0
2062,6963,15371,3.0
2063,0,11662,6.0
2064,0,5721,6.0
2065,0,3468,15.0
2065,3469,3747,23.0
2065,3748,11468,6.0
2066,0,4341,1.0
2067,0,5301,3.0
2068,0,20036,0.0
2069,0,13412,0.0
2070,0,7918,0.0
2071,0,5004,0.0
2072,0,13665,0.0
2073,0,91325,3.0
2074,0,7258,0.0
2075,0,23336,0.0
2076,0,32594,3.0
2077,0,26326,0.0
2078,0,4532,0.0
2079,0,14981,3.0
2080,0,15896,3.0
2081,0,13796,0.0
2082,0,3152,0.0
2083,0,12989,6.0
2084,0,4757,6.0
2084,4758,8798,8.0
2085,0,4578,8.0
2085,4579,10302,23.0
2085,10303,10628,8.0
2085,10629,14042,6.0
2085,14043,18273,8.0
2085,18274,18824,17.0
2085,18825,20329,23.0
2085,20330,26723,0.0
2086,0,6429,3.0
2087,0,3237,0.0
2087,3238,11563,6.0
2087,11564,11632,17.0
2087,11633,37403,0.0
2088,0,22210,0.0
2088,22211,47553,6.0
2089,0,32128,3.0
2089,32129,58488,6.0
2089,58489,60356,23.0
2089,60357,61003,17.0
2089,61004,84321,6.0
2089,84322,85514,8.0
2089,85515,86545,17.0
2089,86546,107490,6.0
2089,107491,110265,22.0
2089,110266,115476,6.0
2089,115477,117416,23.0
2089,117417,120639,8.0
2089,120640,139907,6.0
2089,139908,140091,17.0
2089,140092,143013,8.0
2090,0,18440,3.0
2091,0,7002,6.0
2092,0,7804,6.0
2093,0,4610,3.0
2094,0,7332,6.0
2094,7333,8396,8.0
2094,8397,31901,6.0
2094,31902,36678,16.0
2094,36679,42064,0.0
2094,42065,64010,6.0
2094,64011,65127,17.0
2094,65128,85780,6.0
2095,0,4547,21.0
2095,4548,11828,6.0
2095,11829,19263,8.0
2095,19264,20278,17.0
2095,20279,21089,8.0
2095,21090,22702,23.0
2095,22703,24005,8.0
2096,0,3823,22.0
2097,0,3506,6.0
2098,0,2616,6.0
2099,0,3296,6.0
2099,3297,4780,23.0
2099,4781,8939,8.0
2099,8940,9521,23.0
2099,9522,16658,0.0
2100,0,4711,6.0
2100,4712,9051,16.0
2101,0,2273,15.0
2102,0,5796,15.0
2102,5797,9999,6.0
2103,0,3278,6.0
2103,3279,8083,15.0
2103,8084,13027,21.0
2104,0,11724,6.0
2105,0,9250,6.0
2106,0,2684,6.0
2107,0,24624,3.0
2108,0,8331,3.0
2109,0,1292,6.0
2109,1293,7321,8.0
2110,0,2480,8.0
2111,0,22480,0.0
2111,22481,24594,2.0
2111,24595,43119,0.0
2111,43120,45271,16.0
2111,45272,45672,13.0
2111,45673,46757,22.0
2112,0,10279,0.0
2113,0,3516,6.0
2114,0,4150,6.0
2114,4151,4605,23.0
2115,0,20450,3.0
2116,0,18363,0.0
2117,0,16192,3.0
2118,0,3724,0.0
2119,0,2066,6.0
2120,0,24300,0.0
2121,0,39780,0.0
2122,0,3398,8.0
2122,3399,27047,6.0
2122,27048,27836,17.0
2122,27837,28158,23.0
2122,28159,43795,6.0
2122,43796,48533,21.0
2123,0,8681,21.0
2123,8682,18690,6.0
2124,0,10626,3.0
2125,0,4112,0.0
2125,4113,37004,6.0
2125,37005,37832,23.0
2125,37833,54683,6.0
2125,54684,56161,23.0
2125,56162,78311,6.0
2125,78312,78562,17.0
2125,78563,81374,6.0
2125,81375,83066,23.0
2126,0,4101,22.0
2126,4102,5527,7.0
2127,0,649,11.0
2127,650,2964,17.0
2127,2965,9692,6.0
2128,0,5190,3.0
2128,5191,5342,23.0
2129,0,31678,6.0
2130,0,14794,0.0
2130,14795,22565,15.0
2130,22566,30747,6.0
2131,0,408,23.0
2131,409,2662,6.0
2132,0,14170,3.0
2133,0,2540,15.0
2134,0,20733,6.0
2134,20734,21667,17.0
2134,21668,24544,23.0
2134,24545,26008,8.0
2134,26009,43110,6.0
2135,0,34036,0.0
2136,0,14459,6.0
2136,14460,19777,21.0
2137,0,4104,23.0
2137,4105,4342,17.0
2137,4343,35190,6.0
2138,0,3701,6.0
2138,3702,4184,23.0
2138,4185,5546,17.0
2138,5547,15011,0.0
2138,15012,17826,23.0
2138,17827,35297,6.0
2138,35298,47478,0.0
2138,47479,47997,17.0
2138,47998,86468,3.0
2139,0,1916,0.0
2139,1917,4277,15.0
2139,4278,9101,0.0
2139,9102,11149,22.0
2140,0,11723,6.0
2141,0,10199,3.0
2141,10200,25229,21.0
2141,25230,52465,6.0
2142,0,24380,6.0
2142,24381,27326,23.0
2142,27327,35776,15.0
2142,35777,37680,6.0
2142,37681,38075,17.0
2142,38076,91695,6.0
2142,91696,91890,23.0
2143,0,4539,6.0
2143,4540,5149,23.0
2143,5150,7113,17.0
2143,7114,7353,8.0
2144,0,1024,6.0
2144,1025,4679,17.0
2144,4680,7465,8.0
2144,7466,9279,6.0
2145,0,7758,6.0
2145,7759,8295,23.0
2145,8296,9542,8.0
2145,9543,16664,6.0
2146,0,8309,6.0
2146,8310,12230,8.0
2146,12231,19638,6.0
2147,0,19119,6.0
2148,0,6930,15.0
2148,6931,9330,22.0
2148,9331,16197,6.0
2148,16198,26216,0.0
2149,0,17831,3.0
2149,17832,20835,22.0
2149,20836,23961,3.0
2150,0,4802,8.0
2150,4803,19072,6.0
2151,0,9453,0.0
2152,0,7750,0.0
2153,0,15298,3.0
2153,15299,15844,17.0
2153,15845,28833,6.0
2154,0,7960,3.0
2154,7961,11500,21.0
2155,0,5786,6.0
2156,0,3418,3.0
2157,0,4715,3.0
2158,0,14830,6.0
2159,0,14350,6.0
2160,0,2364,6.0
2161,0,451,5.0
2161,452,11217,3.0
2162,0,22859,3.0
2162,22860,23077,17.0
2162,23078,51486,0.0
2163,0,72994,6.0
2163,72995,75582,16.0
2163,75583,79857,3.0
2164,0,3193,15.0
2164,3194,20488,6.0
2164,20489,21701,16.0
2165,0,138,23.0
2165,139,2738,6.0
2165,2739,7109,16.0
2165,7110,40478,6.0
2165,40479,43433,23.0
2165,43434,55701,6.0
2165,55702,57629,23.0
2165,57630,63033,6.0
2165,63034,68309,8.0
2165,68310,75736,6.0
2166,0,3003,6.0
2166,3004,3486,17.0
2166,3487,6866,6.0
2166,6867,8427,8.0
2166,8428,11368,6.0
2166,11369,11821,17.0
2166,11822,14092,23.0
2166,14093,25233,6.0
2166,25234,25481,23.0
2166,25482,27278,6.0
2167,0,4625,21.0
2167,4626,51713,6.0
2167,51714,58988,21.0
2168,0,3316,15.0
2169,0,36387,6.0
2170,0,23973,6.0
2171,0,544,17.0
2171,545,65429,6.0
2172,0,2119,6.0
2172,2120,2464,17.0
2173,0,791,23.0
2173,792,1147,17.0
2173,1148,18989,3.0
2174,0,18273,6.0
2175,0,2727,6.0
2176,0,4877,3.0
2176,4878,5613,23.0
2176,5614,7514,6.0
2176,7515,8283,17.0
2176,8284,15918,6.0
2176,15919,15981,23.0
2176,15982,35809,3.0
2177,0,3296,7.0
2178,0,822,5.0
2178,823,8929,3.0
2179,0,3698,6.0
2180,0,384,17.0
2180,385,1123,23.0
2180,1124,11062,3.0
2181,0,7876,6.0
2181,7877,9068,8.0
2182,0,17810,6.0
2183,0,6344,6.0
2184,0,3159,6.0
2184,3160,5857,23.0
2184,5858,8077,8.0
2184,8078,11216,6.0
2185,0,10941,6.0
2186,0,789,25.0
2186,790,1153,17.0
2186,1154,5977,6.0
2186,5978,6776,23.0
2186,6777,18942,3.0
2187,0,316,6.0
2187,317,1009,23.0
2187,1010,4367,6.0
2187,4368,6582,16.0
2187,6583,15371,3.0
2188,0,484,25.0
2188,485,2479,1.0
2189,0,19238,3.0
2189,19239,20215,5.0
2189,20216,20623,17.0
2189,20624,28805,6.0
2189,28806,31848,8.0
2189,31849,46857,6.0
2190,0,16251,6.0
2190,16252,20556,22.0
2190,20557,29627,3.0
2191,0,6965,6.0
2191,6966,8494,17.0
2191,8495,51591,3.0
2192,0,33590,0.0
2192,33591,33637,17.0
2193,0,26643,0.0
2194,0,5776,3.0
2194,5777,8994,23.0
2194,8995,10257,5.0
2194,10258,17156,3.0
2194,17157,17754,23.0
2194,17755,18297,14.0
2194,18298,22002,23.0
2194,22003,26114,3.0
2195,0,10856,0.0
2196,0,8018,0.0
2196,8019,9106,23.0
2197,0,7451,15.0
2197,7452,10953,6.0
2197,10954,16866,22.0
2197,16867,25294,6.0
2197,25295,26212,17.0
2197,26213,30968,6.0
2197,30969,31317,17.0
2197,31318,35796,6.0
2197,35797,44343,21.0
2198,0,1013,17.0
2198,1014,15911,6.0
2199,0,2865,6.0
2200,0,2559,6.0
2201,0,13190,6.0
2202,0,5351,6.0
2202,5352,7095,17.0
2202,7096,14545,6.0
2203,0,1376,23.0
2203,1377,13159,6.0
2204,0,4504,6.0
2205,0,33869,6.0
2206,0,3280,3.0
2207,0,7592,6.0
2208,0,805,17.0
2208,806,11681,0.0
2209,0,4952,0.0
2209,4953,16900,6.0
2209,16901,17389,23.0
2209,17390,18239,8.0
2209,18240,19901,17.0
2209,19902,25821,3.0
2209,25822,30180,22.0
2210,0,925,6.0
2210,926,3007,17.0
2210,3008,5291,6.0
2211,0,12945,6.0
2211,12946,14667,23.0
2211,14668,16474,8.0
2212,0,9837,6.0
2212,9838,12937,8.0
2213,0,3256,8.0
2213,3257,12457,6.0
2214,0,2103,6.0
2214,2104,2922,8.0
2215,0,3133,5.0
2215,3134,3576,23.0
2215,3577,6924,15.0
2215,6925,7699,23.0
2215,7700,21992,6.0
2215,21993,24108,8.0
2216,0,11528,0.0
2217,0,4791,15.0
2217,4792,23454,3.0
2217,23455,32212,15.0
2217,32213,33855,6.0
2218,0,1785,17.0
2218,1786,10722,6.0
2218,10723,18117,22.0
2218,18118,33889,0.0
2219,0,18045,6.0
2219,18046,19468,22.0
2220,0,16542,6.0
2221,0,14075,6.0
2222,0,4822,15.0
2222,4823,23819,0.0
2223,0,18910,3.0
2224,0,11241,6.0
2225,0,10213,6.0
2226,0,18907,6.0
2227,0,2812,6.0
2228,0,36685,3.0
2228,36686,38528,23.0
2228,38529,50735,6.0
2229,0,6165,15.0
2229,6166,26326,3.0
2229,26327,26814,23.0
2229,26815,34998,6.0
2230,0,24960,6.0
2230,24961,27852,17.0
2230,27853,54190,6.0
2231,0,12672,6.0
2231,12673,19255,7.0
